Record_ID,Data_Resource_Name,Scientific_Name,Common_Name,Latitude,Longitude,Year,Month,Day,State,Local_Government_Area,Basis_Of_Record,Individual_Count,Date,Density
01808590-6c80-4614-b7ea-5004134413ee,Victorian Biodiversity Atlas,Felis catus,Cat,-37.7263,146.37211,2012,1,19,Victoria,Baw Baw (S),HUMAN_OBSERVATION,1,2012-01-19,low
01862d9f-8edf-458c-a0f4-92675f68b8d9,Victorian Biodiversity Atlas,Felis catus,Cat,-38.01336,146.55768,2011,6,11,Victoria,Baw Baw (S),HUMAN_OBSERVATION,1,2011-06-11,low
01868a3b-ac05-4fa8-badd-2d7b313adce7,Victorian Biodiversity Atlas,Felis catus,Cat,-37.62617,148.80138,1986,11,1,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,1986-11-01,low
018a8e61-7849-4e71-ae8a-f3e9cb845193,Victorian Biodiversity Atlas,Felis catus,Cat,-37.6793,146.22161,2013,11,4,Victoria,Baw Baw (S),HUMAN_OBSERVATION,1,2013-11-04,low
018e361f-3e66-483c-93fd-d9a96956eb6e,Victorian Biodiversity Atlas,Felis catus,Cat,-37.36226,147.60259,2022,8,11,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2022-08-11,low
019df240-4bdf-4e65-a11c-95d61a4ed1e9,Victorian Biodiversity Atlas,Felis catus,Cat,-37.43458,145.9736,2022,11,3,Victoria,Murrindindi (S),HUMAN_OBSERVATION,1,2022-11-03,low
01a168d6-9626-471f-9bcf-2f1413e06f56,Victorian Biodiversity Atlas,Felis catus,Cat,-38.29017,145.3039,2021,7,20,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,1,2021-07-20,low
01ae4e58-eb1e-4ed2-8b76-263c0f3e45bf,Victorian Biodiversity Atlas,Felis catus,Cat,-38.34498,145.30366,2021,8,9,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,1,2021-08-09,low
01c246af-348e-489b-b338-045261319e50,Victorian Biodiversity Atlas,Felis catus,Cat,-38.0206,141.10992,2014,11,17,Victoria,Glenelg (S),HUMAN_OBSERVATION,1,2014-11-17,low
01d9fc72-052b-4f1e-b3ee-8fc6004befb0,Museums Victoria provider for OZCAM,Felis catus,Cat,-35.0361,141.753,2022,10,29,Victoria,Mildura (RC),MACHINE_OBSERVATION,1,2022-10-29,low
01dd8a09-e151-4b31-b6af-ff0954f65276,Victorian Biodiversity Atlas,Felis catus,Cat,-38.78757,143.53817,2007,7,13,Victoria,Colac-Otway (S),HUMAN_OBSERVATION,1,2007-07-13,low
01e47b0e-e4c6-4944-ae1a-ffbcaac0e0a6,Victorian Biodiversity Atlas,Felis catus,Cat,-38.38038,145.37959,2021,10,19,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,1,2021-10-19,low
01f2e925-b945-494a-ad53-8c52944268b3,Victorian Biodiversity Atlas,Felis catus,Cat,-37.67919,147.00274,2011,7,2,Victoria,Wellington (S),HUMAN_OBSERVATION,1,2011-07-02,low
01fe1840-200e-460a-9c5b-5f20605e8956,Victorian Biodiversity Atlas,Felis catus,Cat,-37.37244,148.83256,1989,2,13,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,1989-02-13,low
020dca5a-865f-4db9-a483-840aedf7eb87,Victorian Biodiversity Atlas,Felis catus,Cat,-37.54012,148.12627,1977,8,16,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,1977-08-16,low
020ef7ea-391b-44aa-83d1-efb27472c9f9,Victorian Biodiversity Atlas,Felis catus,Cat,-37.01152,146.53502,2022,10,18,Victoria,Wangaratta (RC),HUMAN_OBSERVATION,1,2022-10-18,low
0212b013-f6d0-459c-8f70-75e8f520c69b,Victorian Biodiversity Atlas,Felis catus,Cat,-37.56798,146.13892,2020,10,5,Victoria,Yarra Ranges (S),HUMAN_OBSERVATION,1,2020-10-05,low
02137b57-c787-4a2d-8e3c-20d887ef016b,Victorian Biodiversity Atlas,Felis catus,Cat,-37.90542,146.69699,2004,4,14,Victoria,Wellington (S),HUMAN_OBSERVATION,1,2004-04-14,low
021748f4-6e46-4e01-a787-8cc566c1cc58,Victorian Biodiversity Atlas,Felis catus,Cat,-37.69884,148.84722,2018,10,6,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2018-10-06,low
02193608-5dd8-4c9b-91cc-4bf782af54d7,Victorian Biodiversity Atlas,Felis catus,Cat,-37.71512,148.40126,1979,8,15,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,1979-08-15,low
02224628-ed32-4450-98ee-f096b08c78c2,Victorian Biodiversity Atlas,Felis catus,Cat,-37.3873,144.1704,2020,1,2,Victoria,Hepburn (S),HUMAN_OBSERVATION,1,2020-01-02,low
0258cf61-4c35-45f8-814a-64ccbb68c89f,Victorian Biodiversity Atlas,Felis catus,Cat,-37.96252,141.55233,2017,11,28,Victoria,Glenelg (S),HUMAN_OBSERVATION,1,2017-11-28,low
025c1b99-a697-4ba8-bd88-30443946ab3e,Victorian Biodiversity Atlas,Felis catus,Cat,-38.05908,145.37436,2019,5,1,Victoria,Cardinia (S),HUMAN_OBSERVATION,1,2019-05-01,low
025f97a1-e726-4aaf-8296-520d06126c62,Museums Victoria provider for OZCAM,Felis catus,Cat,-38.4716,143.498,2022,5,15,Victoria,Colac-Otway (S),MACHINE_OBSERVATION,1,2022-05-15,low
0270f123-e708-486f-8e34-c02864321a14,Victorian Biodiversity Atlas,Felis catus,Cat,-37.4935,145.51774,2012,11,12,Victoria,Murrindindi (S),HUMAN_OBSERVATION,1,2012-11-12,low
028f79b3-f1d4-4c24-bd9a-3821270a812b,Victorian Biodiversity Atlas,Felis catus,Cat,-35.51565,141.31622,1981,2,25,Victoria,Mildura (RC),HUMAN_OBSERVATION,1,1981-02-25,low
02ab37d5-7c12-4ece-8272-7cb22514889f,Victorian Biodiversity Atlas,Felis catus,Cat,-36.81997,141.76664,1991,6,18,Victoria,Horsham (RC),HUMAN_OBSERVATION,1,1991-06-18,low
02c96f1e-7420-4476-8efa-9dbf7858d244,Victorian Biodiversity Atlas,Felis catus,Cat,-37.02405,144.54217,1997,1,1,Victoria,Mitchell (S),HUMAN_OBSERVATION,1,1997-01-01,low
02cf098e-3213-4f00-b4e6-d73f0f6d116f,Victorian Biodiversity Atlas,Felis catus,Cat,-37.45703,148.57278,2019,10,14,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2019-10-14,low
02d2585c-1b37-4630-b29e-c836ac531a63,Victorian Biodiversity Atlas,Felis catus,Cat,-37.22537,142.55058,2020,7,31,Victoria,Northern Grampians (S),HUMAN_OBSERVATION,1,2020-07-31,low
02d819e1-b975-4449-8c62-354caab0c87b,Victorian Biodiversity Atlas,Felis catus,Cat,-37.7068,147.29295,1978,5,25,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,1978-05-25,low
02db92b0-15e2-4e79-acff-9bb9aefb3ea3,Victorian Biodiversity Atlas,Felis catus,Cat,-37.82412,148.04292,2021,3,23,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2021-03-23,low
02e6629a-9cc2-4505-ad58-b1eca8887fcf,Victorian Biodiversity Atlas,Felis catus,Cat,-37.22537,142.55058,2020,7,26,Victoria,Northern Grampians (S),HUMAN_OBSERVATION,1,2020-07-26,low
02e73104-cf4f-425f-b27d-687ac3b8393a,Victorian Biodiversity Atlas,Felis catus,Cat,-37.9743,144.56317,1987,3,1,Victoria,Wyndham (C),HUMAN_OBSERVATION,2,1987-03-01,low
02e90325-a983-49ac-823f-ae91d5cc1065,Victorian Biodiversity Atlas,Felis catus,Cat,-38.34498,145.30366,2021,8,3,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,1,2021-08-03,low
02f3a278-8a7f-46f1-95ef-c22d5e0da4fe,Victorian Biodiversity Atlas,Felis catus,Cat,-37.5947,147.5993,2008,11,8,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2008-11-08,low
02f3cdde-3424-4955-85fc-537c0e284588,Victorian Biodiversity Atlas,Felis catus,Cat,-37.02279,146.63083,1996,3,21,Victoria,Wangaratta (RC),HUMAN_OBSERVATION,1,1996-03-21,low
0313d1f8-7062-4f43-b06f-be531e1511ec,Victorian Biodiversity Atlas,Felis catus,Cat,-37.03583,146.85583,2006,8,14,Victoria,Alpine (S),HUMAN_OBSERVATION,1,2006-08-14,low
03297178-07d8-494e-a706-1ec79fc6da35,Victorian Biodiversity Atlas,Felis catus,Cat,-37.35146,142.6243,2020,7,18,Victoria,Ararat (RC),HUMAN_OBSERVATION,1,2020-07-18,low
032ec74d-484c-4cb3-adc1-7278b3128a7e,Victorian Biodiversity Atlas,Felis catus,Cat,-37.36426,145.88331,2021,2,18,Victoria,Murrindindi (S),HUMAN_OBSERVATION,1,2021-02-18,low
033c638e-7b6f-4d5a-83c8-9e44453900bd,Victorian Biodiversity Atlas,Felis catus,Cat,-37.25722,144.72371,2018,3,29,Victoria,Macedon Ranges (S),HUMAN_OBSERVATION,10,2018-03-29,medium
033da7f2-18eb-4ab0-bbfa-e7b4200ec81b,Victorian Biodiversity Atlas,Felis catus,Cat,-37.34482,145.83939,2020,12,9,Victoria,Murrindindi (S),HUMAN_OBSERVATION,1,2020-12-09,low
034209c2-ec58-4aca-baa7-7858392cde80,Victorian Biodiversity Atlas,Felis catus,Cat,-37.4687,145.4588,2016,11,4,Victoria,Murrindindi (S),HUMAN_OBSERVATION,1,2016-11-04,low
0342eb80-7105-427a-9ceb-3cdbd1481e41,Victorian Biodiversity Atlas,Felis catus,Cat,-37.47347,147.25961,1974,1,5,Victoria,Wellington (S),HUMAN_OBSERVATION,1,1974-01-05,low
03523297-7f67-4b3c-9f43-ee925ea0a129,Victorian Biodiversity Atlas,Felis catus,Cat,-37.77644,145.81995,2021,4,27,Victoria,Yarra Ranges (S),HUMAN_OBSERVATION,1,2021-04-27,low
035d9fd1-d213-4c74-a233-44c1cb83561e,Victorian Biodiversity Atlas,Felis catus,Cat,-38.38738,141.6072,2017,5,23,Victoria,Glenelg (S),HUMAN_OBSERVATION,1,2017-05-23,low
036460ec-e093-491d-ac53-c74518c6e6a9,Victorian Biodiversity Atlas,Felis catus,Cat,-37.5433,145.51539,2015,11,17,Victoria,Murrindindi (S),HUMAN_OBSERVATION,1,2015-11-17,low
036ce9ae-75b6-487b-8c2a-5f4facbe41bc,Victorian Biodiversity Atlas,Felis catus,Cat,-38.31196,145.42312,2021,9,17,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,1,2021-09-17,low
036e8fab-4ff1-4231-99ae-ca32fa6d23f2,Victorian Biodiversity Atlas,Felis catus,Cat,-37.4002,144.4294,2022,2,17,Victoria,Macedon Ranges (S),HUMAN_OBSERVATION,1,2022-02-17,low
038b7ab0-faec-4678-9482-a34f76f7e605,Victorian Biodiversity Atlas,Felis catus,Cat,-38.39692,145.29546,2021,7,3,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,1,2021-07-03,low
03943556-e8ec-4e07-be1d-04d26f52b2a4,Victorian Biodiversity Atlas,Felis catus,Cat,-38.36282,145.28815,2021,8,12,Victoria,Unincorporated Vic,HUMAN_OBSERVATION,1,2021-08-12,low
03a9fb51-0035-4f61-9ec3-16086d00ea77,Museums Victoria provider for OZCAM,Felis catus,Cat,-36.7505,146.17,2023,3,30,Victoria,Benalla (RC),MACHINE_OBSERVATION,1,2023-03-30,low
03ab9f08-aa1b-4dc8-afc1-cc3b94ba55c4,Victorian Biodiversity Atlas,Felis catus,Cat,-37.59212,145.09883,2019,11,28,Victoria,Whittlesea (C),HUMAN_OBSERVATION,1,2019-11-28,low
03bb1518-1337-4a9f-8011-49e99bf75853,Victorian Biodiversity Atlas,Felis catus,Cat,-37.28558,147.55997,2017,10,7,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2017-10-07,low
03bed764-f57a-4f0c-82d3-7768bd3eb55b,Victorian Biodiversity Atlas,Felis catus,Cat,-36.171,146.67378,1995,11,7,Victoria,Indigo (S),HUMAN_OBSERVATION,1,1995-11-07,low
03c04deb-c928-4cef-9cf8-b8750f82111e,Victorian Biodiversity Atlas,Felis catus,Cat,-37.10267,142.30762,2020,8,22,Victoria,Northern Grampians (S),HUMAN_OBSERVATION,1,2020-08-22,low
03c8a901-0342-4619-8d37-c074b834263a,Victorian Biodiversity Atlas,Felis catus,Cat,-38.3823,144.92844,2001,7,1,Victoria,Mornington Peninsula (S),HUMAN_OBSERVATION,1,2001-07-01,low
03d6fabe-e441-411a-b7c2-bd13f82ab386,Victorian Biodiversity Atlas,Felis catus,Cat,-37.9942,141.02713,2009,11,10,Victoria,Glenelg (S),HUMAN_OBSERVATION,1,2009-11-10,low
03d80822-5061-4082-9721-89b71d33f7a8,Victorian Biodiversity Atlas,Felis catus,Cat,-37.79504,144.84389,1988,5,31,Victoria,Brimbank (C),HUMAN_OBSERVATION,1,1988-05-31,low
03ddcf48-c9c5-42d6-96b1-11ce131b1e8b,Victorian Biodiversity Atlas,Felis catus,Cat,-38.33761,144.94917,2009,1,1,Victoria,,HUMAN_OBSERVATION,4,2009-01-01,low
03e9d476-a3ec-49dd-8783-3285095c479b,Victorian Biodiversity Atlas,Felis catus,Cat,-38.2571,141.6636,1998,11,6,Victoria,Glenelg (S),HUMAN_OBSERVATION,1,1998-11-06,low
03f0f5d9-5140-4f3c-a679-1619a55deb0d,iNaturalist Australia,Felis catus,Cat,-37.688766,143.996858,2023,6,8,Victoria,Moorabool (S),HUMAN_OBSERVATION,1,2023-06-08,low
03f2e6f6-a27c-450d-b2d5-39e6235e1a46,Victorian Biodiversity Atlas,Felis catus,Cat,-37.04846,147.75126,1995,4,5,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,1995-04-05,low
040646a8-f089-4a20-b37d-284143876506,Victorian Biodiversity Atlas,Felis catus,Cat,-38.86214,146.24156,2021,4,28,Victoria,South Gippsland (S),HUMAN_OBSERVATION,1,2021-04-28,low
040cdec7-d7a8-4562-9c4c-e312f2622e2f,Victorian Biodiversity Atlas,Felis catus,Cat,-38.06737,141.37489,2022,10,10,Victoria,Glenelg (S),HUMAN_OBSERVATION,1,2022-10-10,low
0410a1b8-3370-46a2-a533-c95e35d4e21e,Victorian Biodiversity Atlas,Felis catus,Cat,-37.06341,146.45711,2022,10,11,Victoria,Mansfield (S),HUMAN_OBSERVATION,1,2022-10-11,low
0411628a-7324-4a34-b247-a88a88c1c0af,Victorian Biodiversity Atlas,Felis catus,Cat,-38.23285,145.48763,2010,1,1,Victoria,Cardinia (S),HUMAN_OBSERVATION,1,2010-01-01,low
041d4c74-a09a-4fdc-9d5d-60e53330970b,Victorian Biodiversity Atlas,Felis catus,Cat,-37.25694,147.37727,2017,10,14,Victoria,Wellington (S),HUMAN_OBSERVATION,1,2017-10-14,low
041f24fe-bddf-45e7-b638-64d9bed1ec39,Victorian Biodiversity Atlas,Felis catus,Cat,-38.38925,145.12668,2013,12,1,Victoria,Mornington Peninsula (S),HUMAN_OBSERVATION,1,2013-12-01,low
04267f27-ba22-4d1d-b10e-d965d6ea07f8,Victorian Biodiversity Atlas,Felis catus,Cat,-38.3805,144.88087,2013,1,1,Victoria,Mornington Peninsula (S),HUMAN_OBSERVATION,2,2013-01-01,low
042d2a77-2780-466d-a9bd-6839b4570a1b,Victorian Biodiversity Atlas,Felis catus,Cat,-37.04112,148.33239,2017,5,4,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2017-05-04,low
04333bbb-0dcb-476f-a36b-b1d97f3bc672,Victorian Biodiversity Atlas,Felis catus,Cat,-37.5662,148.8854,2017,2,21,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2017-02-21,low
043ab99a-199c-4526-906a-e1665027dd6a,Victorian Biodiversity Atlas,Felis catus,Cat,-37.99143,140.98408,2019,12,7,Victoria,Glenelg (S),HUMAN_OBSERVATION,1,2019-12-07,low
0441fac1-2734-49fd-a931-240f4c7734be,Museums Victoria provider for OZCAM,Felis catus,Cat,-37.1424,143.704,2022,12,29,Victoria,Central Goldfields (S),MACHINE_OBSERVATION,1,2022-12-29,low
04480326-fc2e-4201-a0d2-ab43c699fb5e,Victorian Biodiversity Atlas,Felis catus,Cat,-37.48938,148.97009,2019,7,26,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2019-07-26,low
04676ab1-c820-4cdf-b4c4-cc135cf403d5,Victorian Biodiversity Atlas,Felis catus,Cat,-37.19031,148.05913,2020,4,1,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2020-04-01,low
047b0972-2c76-4fbe-8278-0f29f13975ee,Victorian Biodiversity Atlas,Felis catus,Cat,-37.668,147.5955,2008,10,1,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2008-10-01,low
048435d7-86f8-4f06-8c3a-d036b16ebe89,Victorian Biodiversity Atlas,Felis catus,Cat,-37.38295,145.64124,2022,7,12,Victoria,Murrindindi (S),HUMAN_OBSERVATION,1,2022-07-12,low
04847873-7d3d-45ca-aa5a-b422ef93932e,Museums Victoria provider for OZCAM,Felis catus,Cat,-36.23,143.97,1961,7,31,Victoria,Loddon (S),PRESERVED_SPECIMEN,1,1961-07-31,low
048949d5-9561-4673-bde7-6877b3d842b2,Victorian Biodiversity Atlas,Felis catus,Cat,-37.08525,148.41386,1990,4,16,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,1990-04-16,low
048aec3d-2a44-4b74-b3bb-71aa11c63a47,Victorian Biodiversity Atlas,Felis catus,Cat,-37.22537,142.55058,2020,10,15,Victoria,Northern Grampians (S),HUMAN_OBSERVATION,1,2020-10-15,low
048f4c92-b263-4390-baf2-43c96bdc454a,Victorian Biodiversity Atlas,Felis catus,Cat,-38.3873,144.2233,2011,10,17,Victoria,Surf Coast (S),HUMAN_OBSERVATION,1,2011-10-17,low
049988a0-a07a-4b11-bae8-3e0dbd8e9c45,Victorian Biodiversity Atlas,Felis catus,Cat,-37.0963,141.20563,1991,12,11,Victoria,West Wimmera (S),HUMAN_OBSERVATION,1,1991-12-11,low
049d6f9b-485d-4541-944d-eb530886418c,Victorian Biodiversity Atlas,Felis catus,Cat,-37.7939,146.07405,2016,11,18,Victoria,Baw Baw (S),HUMAN_OBSERVATION,1,2016-11-18,low
049d7d21-4949-49be-aa15-90e5f5c98374,Victorian Biodiversity Atlas,Felis catus,Cat,-36.9428,148.24936,2009,6,21,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2009-06-21,low
04a89d91-acc0-40bf-bce2-595e4a78eae5,Victorian Biodiversity Atlas,Felis catus,Cat,-37.55268,148.47982,2019,7,26,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2019-07-26,low
04a8dce2-9f94-4b59-95fe-c543ec5b91bc,Victorian Biodiversity Atlas,Felis catus,Cat,-37.69459,148.72332,1999,1,23,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,1999-01-23,low
04abffba-d54e-4542-9f08-d18b2c2976b7,iNaturalist Australia,Felis catus,Cat,-37.688766,143.996858,2024,3,26,Victoria,Moorabool (S),HUMAN_OBSERVATION,1,2024-03-26,low
04ae7a0f-867c-49ab-b186-16e84d741ed2,Victorian Biodiversity Atlas,Felis catus,Cat,-37.07732,148.45427,2016,5,6,Victoria,East Gippsland (S),HUMAN_OBSERVATION,1,2016-05-06,low
04ba82e5-ba0f-4aff-ae59-31164c673ec4,Victorian Biodiversity Atlas,Felis catus,Cat,-37.45614,142.41553,2020,10,28,Victoria,Southern Grampians (S),HUMAN_OBSERVATION,1,2020-10-28,low
04d0f401-e31e-4a39-99c6-f02226590f19,Victorian Biodiversity Atlas,Felis catus,Cat,-38.50682,146.37631,1977,2,17,Victoria,Latrobe (C),HUMAN_OBSERVATION,1,1977-02-17,low
04e12daa-03b6-45da-b800-788077c91857,Victorian Biodiversity Atlas,Felis catus,Cat,-36.84017,143.24299,1975,7,29,Victoria,Northern Grampians (S),HUMAN_OBSERVATION,1,1975-07-29,low
